id,windows,car,lights,gas,convience,sdpd,lampdist,lat,lon,crime
s_0,0,7,2,885,1420,3698,15.491717044171148,32.5947489,-117.0840969,safe
s_1,0,1,0,2100,1531,1815,43.87294111302672,32.5841174,-117.0737825,safe
s_2,0,4,0,578,486,2147,70.87710048646643,32.5840089,-117.0651994,safe
s_3,0,1,0,1238,1239,2648,25.571291149356885,32.5573874,-117.0841227,safe
s_4,0,1,0,9624,10812,13115,39.37283500755285,32.5468248,-117.0658407,safe
s_5,0,1,1,2128,2124,4993,18.176018039541518,32.5657065,-117.0498762,safe
s_6,0,0,0,766,762,2958,53.970955904203905,32.5611492,-117.0493613,safe
s_7,0,2,0,747,781,2462,33.50619889634996,32.5714932,-117.0582018,safe
s_8,0,6,0,855,869,3348,37.882437818749366,32.5838609,-117.052537,safe
s_9,0,4,0,1346,1346,3614,48.86044826748624,32.5777776,-117.045437,safe
s_10,0,3,0,2148,2148,4268,48.85454608388024,32.5813368,-117.0454742,safe
s_11,0,1,0,3626,3626,7377,24.584712439490342,32.5760652,-117.0225679,safe
s_12,0,1,1,6270,6270,8516,16.162894191188748,32.5739431,-117.0272304,safe
s_13,0,1,0,1805,1850,6792,25.585675402507206,32.5692968,-117.014256,safe
s_14,0,0,0,1426,1426,3007,62.53183611534682,32.5640063,-117.0334967,safe
s_15,0,1,0,1992,1248,16531,174.76102603650529,32.583537,-117.0009341,safe
s_16,0,0,0,1111,1433,15650,236.87638073553225,32.5758706,-116.99896,safe
s_17,0,0,0,2678,3513,13784,79.21396883469532,32.5593624,-116.9884098,safe
s_18,0,1,0,277,1094,2931,220.97743151058066,32.5678259,-116.9516743,safe
s_19,0,1,0,1771,1771,3053,34.229113162808346,32.5533579,-116.9532193,safe
s_20,0,1,0,2144,3300,1669,51.43411425085161,32.7041862,-117.1070028,safe
s_21,0,1,0,958,2857,2246,44.63312972788313,32.7040598,-117.1022821,safe
s_22,0,6,0,1365,1365,918,102.13889495023663,32.7022782,-117.1115589,safe
s_23,0,2,0,1544,1544,1098,22.01912158535629,32.7022601,-117.1095633,safe
s_24,0,1,0,1634,1604,1158,50.50690312270099,32.7048602,-117.1121168,safe
s_25,0,2,0,1439,1439,843,30.17481469623494,32.7042102,-117.114681,safe
s_26,0,5,0,1441,1441,994,22.43504569276351,32.7037859,-117.112546,safe
s_27,0,2,0,1341,1341,893,29.320234569688804,32.7028831,-117.1125245,safe
s_28,0,3,0,1289,1289,844,21.944540445307748,32.7035918,-117.1139461,safe
s_29,0,5,0,1082,1082,636,34.92738305801035,32.704147,-117.1168482,safe
s_30,0,4,1,1122,1122,676,16.302525876973657,32.7035963,-117.1157646,safe
s_31,0,4,1,1051,1051,605,7.21388293816517,32.7030998,-117.1158934,safe
s_32,0,5,0,1535,1414,969,26.682024017557076,32.7048963,-117.1180606,safe
